species,plot,abund,tval,tp,ts,tvalNA
Blechnum nudum,2,0.0632411067193676,1.31868926994775,1.37735436629307,1.31868926994775,1.31868926994775
Callistemon subulatus,6,0.355555555555556,0.741151598851785,0.911330740018501,0.741151598851785,0.741151598851785
Calochlaena dubia,3,0.178625954198473,1.37566361396089,1.05578863404839,1.37566361396089,1.37566361396089
Carex appressa,7,0.0441176470588235,1.16345955176999,0.829990976419821,1.16345955176999,1.16345955176999
Carex longebrachiata,1,0.0104302477183833,1.19089171692217,1.05507190276954,1.19089171692217,1.19089171692217
Carex polyantha,2,0.592885375494071,1.23248786635299,1.37735436629307,1.23248786635299,1.23248786635299
Carex sp. (Mann),11,0.0571428571428571,0.913283901760418,1.29284282239213,0.913283901760418,0.913283901760418
Cassinia aculeata,9,0.223048327137546,1.13987908640124,1.06257528442824,1.13987908640124,1.13987908640124
Cassinia trinerva,4,0.0205233453052848,1.31449922797315,0.839360261794533,1.31449922797315,1.31449922797315
Casuarina cunninghamiana,4,0.369420215495126,0.14921911265538,0.839360261794533,0.14921911265538,0.14921911265538
Casuarina glauca,13,0.137450199203187,0.671172842715083,1.09839570086261,0.671172842715083,0.671172842715083
Centella asiatica,13,0.0225763612217795,1.67237497874608,1.09839570086261,1.67237497874608,1.67237497874608
Ceratopetalum apetalum,1,0.075619295958279,1.08170727009735,1.05507190276954,1.08170727009735,1.08170727009735
Commelina cyanea,11,0.131868131868132,1.73327753393258,1.29284282239213,1.73327753393258,1.73327753393258
Commersonia fraseri,15,0.1743264659271,1.37088301677761,1.10014760520497,1.37088301677761,1.37088301677761
Conyza parva,12,0.0369088811995386,1.35698140099313,1.12301462350636,1.35698140099313,1.35698140099313
Coprosma quadrifida,2,0.205533596837945,1.53668467262093,1.37735436629307,1.53668467262093,1.53668467262093
Cryptocarya glaucescens,1,0.0443285528031291,1.01494034979294,1.05507190276954,1.01494034979294,1.01494034979294
Dichondra repens,4,0.017444843509492,1.51375015008182,0.839360261794533,1.51375015008182,1.51375015008182
Dodonaea viscosa subsp. cuneata,14,0.0523168908819133,1.10822665637493,0.974167064992488,1.10822665637493,1.10822665637493
Doodia aspera,1,0.0625814863102999,1.02938377768521,1.05507190276954,1.02938377768521,1.02938377768521
Doryphora sassafras,1,0.0638852672750978,1.04178731897175,1.05507190276954,1.04178731897175,1.04178731897175
Duboisia myoporoides,13,0.0577689243027888,1.34380233316166,1.09839570086261,1.34380233316166,1.34380233316166
Ehrharta erecta,7,0.0441176470588235,1.07773117965239,0.829990976419821,1.07773117965239,1.07773117965239
Entolasia stricta,5,0.0447284345047923,1.56395546499581,1.04793441171046,1.56395546499581,1.56395546499581
Eucalyptus amplifolia,11,0.21978021978022,0.690196080028514,1.29284282239213,0.690196080028514,0.690196080028514
Eucalyptus camphora subsp. humeana,8,0.805084745762712,0.934498451243568,0.986707391560646,0.934498451243568,0.934498451243568
Eucalyptus cypellocarpa,4,0.082093381221139,0.642464520242121,0.839360261794533,0.642464520242121,0.642464520242121
Eucalyptus elata,5,0.108626198083067,0.806858029518817,1.04793441171046,0.806858029518817,0.806858029518817
Eucalyptus radiata,8,0.0423728813559322,1.01283722470517,0.986707391560646,1.01283722470517,1.01283722470517
Eucalyptus resinifera,15,0.150554675118859,0.807365990425832,1.10014760520497,0.807365990425832,0.807365990425832
Eucalyptus rubida,7,0.775735294117647,0.708420900134713,0.829990976419821,0.708420900134713,0.708420900134713
Eucalyptus stellulata,10,0.842391304347826,0.905795880367869,0.936571101898668,0.905795880367868,0.905795880367869
Eucalyptus tereticornis,12,0.382929642445213,0.816241299991783,1.12301462350636,0.816241299991783,0.816241299991783
Eucalyptus viminalis,3,0.221374045801527,0.838219221907626,1.05578863404839,0.838219221907626,0.838219221907626
Eustrephus latifolius,1,0.0117340286831812,1.34321159017975,1.05507190276954,1.34321159017975,1.34321159017975
Glochidion ferdinandi var. ferdinandi,15,0.063391442155309,1.10856502373283,1.10014760520497,1.10856502373283,1.10856502373283
Grevillea robusta,13,0.0106241699867198,0.700703717145019,1.09839570086261,0.700703717145019,0.700703717145019
Guioa semiglauca,1,0.00782268578878748,1.12090281761453,1.05507190276954,1.12090281761453,1.12090281761453
Gymnostachys anceps,1,0.00782268578878748,0.843855422623161,1.05507190276954,0.843855422623161,0.843855422623161
Hovea asperifolia subsp. asperifolia,14,0.201793721973094,0.99211148778695,0.974167064992488,0.99211148778695,0.99211148778695
Imperata cylindrica,11,0.0747252747252747,1.20709554041922,1.29284282239213,1.20709554041922,1.20709554041922
Lepidosperma laterale,5,0.115015974440895,0.88309335857569,1.04793441171046,0.88309335857569,0.88309335857569
Leptospermum brevipes,3,0.116793893129771,0.955206537541942,1.05578863404839,0.955206537541942,0.955206537541942
Ligustrum sinense,12,0.0519031141868512,1.01953168453126,1.12301462350636,1.01953168453126,1.01953168453126
Lomandra longifolia,1,0.0260756192959583,1.1102529173534,1.05507190276954,1.1102529173534,1.1102529173534
Lomatia myricoides,4,0.0194971780400205,1.01367969729119,0.839360261794533,1.01367969729119,1.01367969729119
Lophostemon suaveolens,13,0.208499335989376,0.863322860120456,1.09839570086261,0.863322860120456,0.863322860120456
Melaleuca quinquenervia,13,0.0743691899070385,0.900913067737669,1.09839570086261,0.900913067737669,0.900913067737669
Melicytus dentatus,4,0.125705489994869,1.22115332195471,0.839360261794533,1.22115332195471,1.22115332195471
Microlaena stipoides,4,0.0759363776295536,1.55954755558043,0.839360261794533,1.55954755558043,1.55954755558043
Notelaea longifolia,13,0.0239043824701195,0.929418925714293,1.09839570086261,0.929418925714293,0.929418925714293
Notelaea microcarpa var. microcarpa,11,0.0835164835164835,0.790988475088816,1.29284282239213,0.790988475088816,0.790988475088816
Notelaea microcarpa var. velutina,12,0.0161476355247982,0.779596491257824,1.12301462350636,0.779596491257824,0.779596491257824
Oplismenus aemulus,4,0.114930733709595,1.74942709912175,0.839360261794533,1.74942709912175,1.74942709912175
Oplismenus imbecillis,13,0.183266932270916,1.80119783445915,1.09839570086261,1.80119783445915,1.80119783445915
Pennisetum clandestinum,12,0.341407151095732,1.48372989900002,1.12301462350636,1.48372989900002,1.48372989900002
Pittosporum spinescens,1,0.0117340286831812,1.26576091671761,1.05507190276954,1.26576091671761,1.26576091671761
Platylobium formosum subsp. formosum,9,0.0520446096654275,1.16106838547117,1.06257528442824,1.16106838547117,1.16106838547117
Poa labillardierei var. labillardierei,8,0.0550847457627119,1.13321945673249,0.986707391560646,1.13321945673249,1.13321945673249
Poa meionectes,3,0.131297709923664,1.03019478535675,1.05578863404839,1.03019478535675,1.03019478535675
Poa sieberiana,10,0.157608695652174,1.10105935490812,0.936571101898668,1.10105935490812,1.10105935490812
Pomaderris aspera,3,0.193893129770992,1.12775251583297,1.05578863404839,1.12775251583297,1.12775251583297
Prostanthera lasianthos,9,0.260223048327138,1.1264561134318,1.06257528442824,1.1264561134318,1.1264561134318
Prunella vulgaris,8,0.0254237288135593,1.42291798076766,0.986707391560646,1.42291798076766,1.42291798076766
Pteridium esculentum,3,0.099236641221374,0.984077033902831,1.05578863404839,0.984077033902831,0.984077033902831
Pultenaea juniperina,9,0.263940520446097,0.809559714635268,1.06257528442824,0.809559714635268,0.809559714635268
Ripogonum album,15,0.562599049128368,1.07700432679335,1.10014760520497,1.07700432679335,1.07700432679335
Rubus fruticosus agg.,7,0.0220588235294118,1.34576569311449,0.829990976419821,1.34576569311449,1.34576569311449
Rubus parvifolius,8,0.0254237288135593,1.36379994547911,0.986707391560646,1.36379994547911,1.36379994547911
Sida rhombifolia,11,0.0351648351648352,1.3727279408856,1.29284282239213,1.3727279408856,1.3727279408856
Solanum americanum,12,0.027681660899654,1.17609125905568,1.12301462350636,1.17609125905568,1.17609125905568
Solanum mauritianum,12,0.0622837370242215,1.30384377488865,1.12301462350636,1.30384377488865,1.30384377488865
Stellaria flaccida,4,0.0123140071831709,1.68502478510571,0.839360261794533,1.68502478510571,1.68502478510571
Stephania japonica,13,0.00929614873837981,1.41664050733828,1.09839570086261,1.41664050733828,1.41664050733828
Syzygium oleosum,13,0.0531208499335989,1.00302947055362,1.09839570086261,1.00302947055362,1.00302947055362
Tagetes minuta,11,0.0285714285714286,1.7001843296222,1.29284282239213,1.7001843296222,1.7001843296222
Tradescantia fluminensis,15,0.01743264659271,1.66661156841903,1.10014760520497,1.66661156841903,1.66661156841903
Trema tomentosa var. aspera,13,0.00796812749003984,1.68033551341456,1.09839570086261,1.68033551341456,1.68033551341456
Tristaniopsis laurina,1,0.110821382007823,0.873901597864461,1.05507190276954,0.873901597864461,0.873901597864461
Trophis scandens,15,0.0316957210776545,1.08421868673924,1.10014760520497,1.08421868673924,1.08421868673924
Urtica incisa,11,0.136263736263736,1.60799085854717,1.29284282239213,1.60799085854717,1.60799085854717
Viola hederacea,9,0.0446096654275093,1.36511343162758,1.06257528442824,1.36511343162758,1.36511343162758
Waterhousea floribunda,1,0.091264667535854,1.13289976994448,1.05507190276954,1.13289976994448,1.13289976994448
Xanthium occidentale,11,0.118681318681319,1.68708284460437,1.29284282239213,1.68708284460437,1.68708284460437
